paper_id;Reference;abstract_summary_tr;Title;Year;paper_type;main_contribution;problem;separation_task;channel_configuration;training_dataset;test_dataset;real_or_synthetic_mix;data_augmentation;preprocessing;visualization_type;learning_type;architecture_family;specific_models;loss_function;evaluation_metrics;separation_performance
25;Jansson, A., Bittner, R. M., Ewert, S., & Weyde, T. (2019, September). Joint singing voice separation and f0 estimation with deep u-net architectures. In 2019 27th European Signal Processing Conference (EUSIPCO) (pp. 1-5). IEEE.;"Bu çal??ma, vokal kaynak ay?rma ile temel frekans (F0) kestirimi görevlerinin birbirini tamamlay?c? yap?s?n? ele alarak bu iki görevi birlikte ö?renen (joint learning) yakla??mlar önermektedir. Farkl? mimari yap?lar?n kar??la?t?r?ld??? çal??mada, önce vokal ay?rma yap?p ard?ndan frekans kestirimi gerçekle?tiren ard???k (stacked) mimarinin en etkili çözüm oldu?u gösterilmektedir. Ortak ö?renme sayesinde hem ay?rma hem de F0 kestirimi performans? artmakta; özellikle vokal-F0 tahmininde iKala veri kümesi üzerinde state-of-the-art sonuçlara ula??lmaktad?r. Ayr?ca çal??ma, gerçek dünya müzikleri için polifonik vokal-F0 kestiriminin önemini vurgulayarak, mevcut tek sesli yakla??mlar?n s?n?rlamalar?na dikkat çekmektedir.";;;;;;;;;;;;;;;;;;;
26;Stoller, D., Ewert, S., & Dixon, S. (2018). Wave-u-net: A multi-scale neural network for end-to-end audio source separation. arXiv preprint arXiv:1806.03185.;"Bu çal??ma, genlik spektrogramuna dayal? yöntemlerin faz bilgisini ihmal etmesi ve ön-i?leme ba??ml?l?klar?n? a?mak amac?yla tamamen zaman alan?nda (waveform) çal??an Wave-U-Net mimarisini önermektedir. Wave-U-Net, U-Net yap?s?n? tek boyutlu zamansal sinyale uyarlayarak farkl? zaman ölçeklerinde özellikleri yeniden örnekleme (resampling) yoluyla uzun menzilli zamansal ba??ml?l?klar? modellemektedir. Çal??mada ayr?ca kaynaklar?n toplam?n?n kar???ma e?it olmas?n? zorlayan bir ç?k?? katman?, geli?tirilmi? upsampling yöntemi ve artefaktlar? azaltmaya yönelik ba?lam-duyarl? tahmin stratejileri sunulmaktad?r. Deneyler, Wave-U-Net’in ?ark? sesi ay?rmada spektrogram tabanl? state-of-the-art U-Net ile kar??la?t?r?labilir performans sa?lad???n? göstermekte; ayr?ca SDR metri?inde ayk?r? de?er problemlerine dikkat çekilerek daha sa?lam de?erlendirme yakla??mlar? önerilmektedir.";;;;;;;;;;;;;;;;;;;
27;Takahashi, N., Goswami, N., & Mitsufuji, Y. (2018, September). Mmdenselstm: An efficient combination of convolutional and recurrent neural networks for audio source separation. In 2018 16th International workshop on acoustic signal enhancement (IWAENC) (pp. 106-110). IEEE.;Bu çal??ma, ses kaynak ay?rma alan?nda ba?ar?l? olan MMDenseNet mimarisini geli?tirerek, uzun vadeli zamansal ba??ml?l?klar? daha etkili modelleyebilen çok ölçekli LSTM entegrasyonuna sahip yeni bir yap? önermektedir. Önerilen mimari, DenseNet tabanl? evri?imsel katmanlar?, skip connection’lar ile desteklenen LSTM bloklar?yla birle?tirerek hem yerel akustik özellikleri hem de uzun süreli yap?lar? birlikte ö?renebilmektedir. Deneysel sonuçlar, bu yakla??m?n MMDenseNet, yaln?zca LSTM ve bu a?lar?n basit birle?imlerine k?yasla daha yüksek ay?rma performans?, daha az parametre ve daha dü?ük hesaplama maliyeti sundu?unu göstermektedir. Özellikle ?ark? sesi ay?rma görevinde, ideal ikili maskeleri dahi a?an sonuçlar elde edilmesi, önerilen mimarinin verimli ve güçlü bir MSS çözümü oldu?unu ortaya koymaktad?r.;;;;;;;;;;;;;;;;;;;
28;Rafii, Z., Liutkus, A., Stöter, F. R., Mimilakis, S. I., FitzGerald, D., & Pardo, B. (2018). An overview of lead and accompaniment separation in music. IEEE/ACM Transactions on Audio, Speech, and Language Processing, 26(8), 1307-1335.;"Bu çal??ma, vokal (lead) ve e?lik (accompaniment) ayr?m? problemine odaklanan kapsaml? bir derleme (review) sunmaktad?r. Makale, literatürdeki yöntemleri model-tabanl? ve veri-tabanl? yakla??mlar olarak s?n?fland?rmakta; model-tabanl? yöntemleri ise lead, e?lik ya da her ikisini birlikte hedeflemelerine göre incelemektedir. Veri-tabanl? yakla??mlar kapsam?nda, özellikle e?itim verisi elde etmenin zorluklar? ve son y?llarda öne ç?kan derin ö?renme tabanl? yöntemler tart???lmaktad?r. Ayr?ca çal??ma, müzik kaynak ay?rma sistemlerinin de?erlendirilmesindeki metrik sorunlar?n? ele almakta ve bu alandaki en kapsaml? kar??la?t?rmal? de?erlendirme sonuçlar?n? sunmaktad?r. Geni? referans listesi ve mevcut uygulamalara yönelik yönlendirmeleriyle, lead–accompaniment ay?rma literatürü için temel bir ba?vuru kayna?? niteli?i ta??maktad?r.";;;;;;;;;;;;;;;;;;;
29;Cano, E., FitzGerald, D., Liutkus, A., Plumbley, M. D., & Stöter, F. R. (2018). Musical source separation: An introduction. IEEE Signal Processing Magazine, 36(1), 31-40.;"Bu çal??ma, müzik kaynak ay?rma (MSS) problemini kapsaml? biçimde ele alan giri? ve derleme niteli?inde bir makaledir. Günlük hayatta remix, karaoke, upmixing gibi uygulamalar?n neden ayr? stem’lere ihtiyaç duydu?unu aç?klayarak, yaln?zca nihai kar???m mevcutken kaynaklar? ay?rman?n zorluklar?n? tart??maktad?r. Makale; müzik sinyallerinin harmonik yap?, zamansal tekrarlar ve enstrümana özgü frekans desenleri gibi ay?rt edici özelliklerinden nas?l yararlan?labilece?ini aç?klamakta, MSS için kullan?lan ba?l?ca model s?n?flar?n?, de?erlendirme metriklerini ve mevcut s?n?rlamalar? özetlemektedir. Ayr?ca gelecekteki ara?t?rma yönlerine i?aret ederek, MSS alan?na yeni ba?layanlar için temel bir referans ve çerçeve sunmaktad?r.";;;;;;;;;;;;;;;;;;;
30;Vincent, E., Virtanen, T., & Gannot, S. (Eds.). (2018). Audio source separation and speech enhancement. John Wiley & Sons.;"Bu kitap, ses kaynak ay?rma ve konu?ma iyile?tirme alanlar?n? kapsayan kapsaml? ve akademik bir ba?vuru kayna??d?r. Çal??ma; klasik sinyal i?leme yöntemlerinden ba?layarak, istatistiksel modeller, zaman–frekans temsilleri ve modern derin ö?renme tabanl? yakla??mlara kadar alan?n temel ve ileri düzey tekniklerini sistematik biçimde ele almaktad?r. Hem tek kanall? hem çok kanall? senaryolar, hem de gürültü bast?rma, konu?ma ay?rma ve genel ses ayr??t?rma problemleri detayl? olarak incelenmektedir. Editörlü bir kitap olmas? sayesinde, farkl? uzmanlar?n katk?lar?yla teori, algoritmalar, de?erlendirme metrikleri ve uygulama alanlar? bir arada sunulmakta; bu yönüyle kitap, ara?t?rmac?lar ve lisansüstü ö?renciler için temel bir referans eser niteli?i ta??maktad?r.";;;;;;;;;;;;;;;;;;;
31;Uhlich, S., Porcu, M., Giron, F., Enenkl, M., Kemp, T., Takahashi, N., & Mitsufuji, Y. (2017, March). Improving music source separation based on deep neural networks through data augmentation and network blending. In 2017 IEEE international conference on acoustics, speech and signal processing (ICASSP) (pp. 261-265). IEEE.;"Bu çal??ma, müzik sinyallerinin bireysel enstrüman izlerine ayr?lmas?n? ele alarak iki farkl? derin ö?renme mimarisini—bir ileri beslemeli (feed-forward) ve bir tekrarlayan (LSTM tabanl?) a?—kar??la?t?rmal? olarak incelemektedir. Her iki yakla??m?n da SiSEC DSD100 veri kümesi üzerinde state-of-the-art performans sa?lad??? gösterilmektedir. Çal??ma ayr?ca, özellikle tekrarlayan a?larda veri art?rman?n a??r? uyumu (overfitting) önlemede kritik oldu?unu vurgulamaktad?r. Bunun ötesinde, iki a??n ç?kt?lar?n?n do?rusal olarak birle?tirilmesi ve ard?ndan çok kanall? Wiener filtresi ile son i?lem uygulanmas?na dayanan bir blending stratejisi önerilmekte; bu yakla??m?n DSD100 üzerinde o tarihe kadarki en iyi sonuçlar? verdi?i gösterilmektedir.";;;;;;;;;;;;;;;;;;;
32;Chandna, P., Miron, M., Janer, J., & Gómez, E. (2017, February). Monoaural audio source separation using deep convolutional neural networks. In International conference on latent variable analysis and signal separation (pp. 258-266). Cham: Springer International Publishing.;Bu çal??ma, dü?ük gecikmeli tek kanall? müzik kaynak ay?rma için CNN tabanl? bir çerçeve önermektedir. Yöntem, zaman–frekans düzleminde yumu?ak maske (soft mask) tahmini yaparak kaynaklar? ay?rmakta ve vokal, davul, bas ile parça baz?nda de?i?en di?er enstrümanlar? içeren kar???mlar üzerinde de?erlendirilmektedir. Önerilen mimari, klasik çok katmanl? alg?lay?c? (MLP) ile kar??la?t?r?ld???nda benzer ay?rma kalitesi sunarken, i?lem süresinde belirgin bir h?z avantaj? sa?lamaktad?r. Kaynak ay?rma de?erlendirme kampanyalar?nda elde edilen rekabetçi sonuçlar, yöntemin gerçek zamanl?ya yak?n uygulamalar için uygun bir çözüm oldu?unu göstermektedir.;;;;;;;;;;;;;;;;;;;
33;Jansson, A., Humphrey, E., Montecchio, N., Bittner, R., Kumar, A., & Weyde, T. (2017). Singing voice separation with deep u-net convolutional networks.;Bu çal??ma, müzikte vokal–e?lik ayr?m?n?, kar???k bir spektrogramdan kaynak spektrogramlar?na dönü?üm yapan bir görüntüden-görüntüye çeviri problemi olarak ele almaktad?r. Bu amaçla, ince ayr?nt?lar? ba?ar?l? biçimde yeniden üretebilmesiyle bilinen U-Net mimarisi, ilk kez müzik kaynak ay?rma problemine uyarlanm??t?r. Nicel de?erlendirmeler ve dinleyici testleri, önerilen U-Net tabanl? yakla??m?n yüksek kaliteli ayr?mlar üretti?ini ve state-of-the-art performans sa?lad???n? göstermektedir.;;;;;;;;;;;;;;;;;;;
34;Luo, Y., Chen, Z., Hershey, J. R., Le Roux, J., & Mesgarani, N. (2017, March). Deep clustering and conventional networks for music separation: Stronger together. In 2017 IEEE international conference on acoustics, speech and signal processing (ICASSP) (pp. 61-65). IEEE.;Bu çal??ma, deep clustering yakla??m?n?n müzik kaynak ay?rma ba?lam?ndaki etkinli?ini inceleyerek, özellikle ?ark? sesi (vokal) ay?rma görevinde geleneksel uçtan uca a?lara k?yasla üstünlüklerini ortaya koymaktad?r. Deep clustering, do?rudan kaynak sinyallerini tahmin etmek yerine, her zaman–frekans noktas?n? gömme (embedding) uzay?nda temsil edip kümeleyerek ay?rma yapmas?yla ayr??maktad?r. Deneyler, bu yöntemin hem uyumlu hem de uyumsuz ko?ullarda geleneksel a?lardan daha iyi performans sergiledi?ini göstermektedir. Ayr?ca çal??mada, deep clustering’in esnek hedef fonksiyonu ile klasik a?lar?n güçlü sinyal tahmin yeteneklerinin birbirini tamamlay?c? oldu?u gösterilerek, bu iki yakla??m? birle?tiren hibrit bir çok-görevli modelin her iki bile?enden de daha üstün sonuçlar verdi?i ortaya konmaktad?r.;;;;;;;;;;;;;;;;;;;
35;Rafii, Z., Liutkus, A., Stöter, F. R., Mimilakis, S. I., & Bittner, R. (2017). The MUSDB18 corpus for music separation.;Bu çal??ma, müzik kaynak ay?rma ara?t?rmalar? için geli?tirilmi? MUSDB18 veri kümesini tan?tmaktad?r. Veri kümesi, farkl? müzik türlerinden olu?an 150 tam uzunlukta stereo parça ile bunlara kar??l?k gelen orijinal kaynaklar? (stem’leri) içermekte ve e?itim/test olarak ayr?lm?? bir yap? sunmaktad?r. MUSDB18’in temel amac?, kaynak ay?rma algoritmalar?n?n tasar?m?, kar??la?t?r?lmas? ve nesnel olarak de?erlendirilmesi için standart bir referans sa?lamakt?r. Karaoke gibi uygulamalar? hedefleyen bu veri kümesi, SiSEC 2018 kapsam?nda profesyonel müzik kay?tlar? için resmi de?erlendirme seti olarak kullan?lm?? ve MSS literatüründe en yayg?n kullan?lan benchmark haline gelmi?tir.;;;;;;;;;;;;;;;;;;;
36;Liutkus, A., Stöter, F. R., Rafii, Z., Kitamura, D., Rivet, B., Ito, N., ... & Fontecave, J. (2017, February). The 2016 signal separation evaluation campaign. In International conference on latent variable analysis and signal separation (pp. 323-332). Cham: Springer International Publishing.;Bu çal??ma, SiSEC 2016 (Signal Separation Evaluation Campaign) kapsam?nda düzenlenen topluluk temelli de?erlendirme sonuçlar?n? özetlemektedir. Kampanya, üçü konu?ma ve müzik sinyallerinin ayr??t?r?lmas?na, biri ise biyomedikal sinyal ayr?m?na odaklanan toplam dört farkl? görev içermektedir. Makalede, her bir görev k?saca tan?t?lmakta ve kat?lan sistemlerin kar??la?t?rmal? performanslar? sunulmaktad?r. Ayr?ca elde edilen sonuçlar ?????nda, kaynak ay?rma alan?ndaki güncel e?ilimler ve gelecekteki ara?t?rma yönleri tart???larak SiSEC’in alan için oynad??? merkezi rol vurgulanmaktad?r.;;;;;;;;;;;;;;;;;;;
37;Seetharaman, P., Pishdadian, F., & Pardo, B. (2017, October). Music/voice separation using the 2d fourier transform. In 2017 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (WASPAA) (pp. 36-40). IEEE.;Bu çal??ma, ?ark? sesi ay?rma problemine tamamen farkl? ve sezgisel bir bak?? aç?s? getirerek 2B Fourier Dönü?ümü (2DFT) tabanl? yeni bir yöntem önermektedir. Yakla??m, müzik ve vokal sinyallerindeki periyodik yap?lar?n 2DFT düzleminde belirgin desenler olu?turdu?u gözlemine dayanmakta ve bu desenleri kullanarak kaynaklar? ay?rmaktad?r. Yöntem, biyolojik i?itsel sistemler ve görüntü i?leme literatürüyle kavramsal ba?lant?lar kurmas?yla dikkat çekmektedir. Önerilen sistemin basit, kolay uygulanabilir ve denetimsiz olmas?, buna kar??n benzer varsay?mlara dayanan mevcut denetimsiz yöntemlerle rekabetçi performans sunmas?, çal??man?n öne ç?kan katk?lar? aras?ndad?r.;;;;;;;;;;;;;;;;;;;
38;Kitamura, D., Ono, N., Sawada, H., Kameoka, H., & Saruwatari, H. (2016). Determined blind source separation unifying independent vector analysis and nonnegative matrix factorization. IEEE/ACM Transactions on Audio, Speech, and Language Processing, 24(9), 1626-1641.;Bu çal??ma, belirli (determined) kör kaynak ay?rma problemine yönelik olarak Independent Vector Analysis (IVA) ile Nonnegative Matrix Factorization (NMF) yakla??mlar?n? tek bir çerçevede birle?tiren yeni bir yöntem önermektedir. Klasik IVA, kaynaklar aras? istatistiksel ba??ms?zl?ktan yararlanmas?na ra?men, enstrümanlara özgü harmonik spektral yap?lar? do?rudan modelleyememektedir. Önerilen yöntem, bu s?n?rlamay? a?mak için NMF’yi IVA’n?n kaynak modeli olarak entegre ederek spektral yap?y? aç?k biçimde temsil etmektedir. Yakla??m?n formülasyonu, çok kanall? NMF (MNMF) ile olan ili?kisini de ortaya koymakta ve IVA ile tek kanall? NMF güncelleme kurallar?yla verimli ?ekilde optimize edilebilmektedir. Deneysel sonuçlar, yöntemin hem ay?rma do?rulu?u hem de yak?nsama h?z? aç?s?ndan klasik IVA ve MNMF’ye k?yasla daha etkili oldu?unu göstermektedir.;;;;;;;;;;;;;;;;;;;
39;Hershey, J. R., Chen, Z., Le Roux, J., & Watanabe, S. (2016, March). Deep clustering: Discriminative embeddings for segmentation and separation. In 2016 IEEE international conference on acoustics, speech and signal processing (ICASSP) (pp. 31-35). IEEE.;"Bu çal??ma, de?i?ken say?da ve türde kayna??n bulundu?u “cocktail-party” senaryosu için deep clustering adl? bir derin ö?renme yakla??m?n? sunmaktad?r. Yöntem, her zaman–frekans bölgesi için ay?rt edici gömme (embedding) vektörleri ö?renerek, kaynaklar? do?rudan tahmin etmek yerine örtük bir segmentasyon olu?turur; bu sayede s?n?f-tabanl? yöntemlerin k?s?tlar?n? a?ar. Ö?renilen embedding’ler, ideal benzerlik matrisini yakla??k eden dü?ük-rank bir yak?nl?k yap?s? olu?turur ve test a?amas?nda K-means ile kümeleme yap?larak kaynaklar ayr?l?r. Deneyler, iki konu?mac?yla e?itilen konu?mac?dan ba??ms?z bir modelin, görülmemi? konu?mac?larda ve hatta üç konu?mac?l? kar???mlarda dahi belirgin kalite art??lar? sa?lad???n? göstermektedir.";;;;;;;;;;;;;;;;;;;
40;Ewert, S., Pardo, B., Muller, M., & Plumbley, M. D. (2014). Score-informed source separation for musical audio recordings: An overview. IEEE Signal Processing Magazine, 31(3), 116-124.;Bu çal??ma, müzik kaynak ay?rma problemini nota bilgisi (müzikal skor) ile desteklenen yakla??mlar üzerinden ele alan bir derleme (review) sunmaktad?r. Makale, müzikal kaynaklar?n zaman ve frekans alan?nda yüksek derecede birbirine ba?l? olmas? nedeniyle yaln?zca ses sinyaline dayal? ay?rman?n ço?u zaman yetersiz kald???n? vurgulamaktad?r. Bu ba?lamda, enstrümantasyon ve nota bilgisi gibi skor kaynakl? ek bilgilerin ay?rma sürecine dahil edilmesinin, hem ay?rma kalitesini hem de dayan?kl?l??? önemli ölçüde art?rd??? gösterilmektedir. Çal??ma ayr?ca, skor seviyesindeki soyut müzikal olaylar ile bunlar?n ses kayd?ndaki akustik kar??l?klar? aras?ndaki e?le?tirme zorlu?unu tart??makta ve bu ön bilginin kaynak ay?rma sistemlerine nas?l entegre edilebilece?ine dair farkl? stratejileri kapsaml? biçimde incelemektedir.;;;;;;;;;;;;;;;;;;;
41;Grais, E. M., Sen, M. U., & Erdogan, H. (2014, May). Deep neural networks for single channel source separation. In 2014 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP) (pp. 3734-3738). IEEE.;Bu çal??ma, tek kanall? kaynak ay?rma (SCSS) için klasik maske-tabanl? s?n?fland?rma yakla??mlar?ndan farkl? bir DNN destekli optimizasyon çerçevesi önermektedir. Yöntem, zaman–frekans noktalar?n? do?rudan s?n?fland?rmak yerine, tahmin edilen kaynak spektrumlar?n?n geçerlili?ini bir derin sinir a?? arac?l???yla de?erlendirmekte ve ay?rma sürecini enerji minimizasyonu problemi olarak formüle etmektedir. E?itim a?amas?nda kaynaklara ait spektrumlar ile bir DNN ö?renilirken, ay?rma a?amas?nda bu a?, kar???m?n a??rl?kl? toplam olarak aç?klanmas?n? yönlendiren bir önbilgi (prior) görevi görmektedir. NMF ile ba?lat?lan bu süreç, kaynaklar aras?ndaki enerji ölçe?i farklar?na kar?? dayan?kl?d?r ve deneysel sonuçlar, önerilen yöntemin saf NMF’ye k?yasla daha kaliteli ay?rmalar üretti?ini göstermektedir.;;;;;;;;;;;;;;;;;;;
42;Huang, P. S., Kim, M., Hasegawa-Johnson, M., & Smaragdis, P. (2014, October). Singing-Voice Separation from Monaural Recordings using Deep Recurrent Neural Networks. In ISMIR (pp. 477-482).;Bu çal??ma, tek kanall? (monaural) ?ark? sesi ay?rma problemine odaklanarak derin tekrarlayan sinir a?lar? (RNN) tabanl? bir yakla??m önermektedir. Farkl? zamansal ba?lant? yap?lar?na sahip RNN mimarileri incelenmi? ve ay?rma ad?m? a??n son katman?na do?rusal olmayan bir i?lem olarak entegre edilerek birden fazla kayna??n birlikte optimize edilmesi sa?lanm??t?r. Ayr?ca, hedef sinyali giri?imden daha iyi ay?rmak amac?yla ay?rt edici (discriminative) e?itim hedefleri ara?t?r?lm??t?r. MIR-1K veri kümesi üzerindeki deneyler, önerilen yöntemin önceki modellere k?yasla kayda de?er GNSDR ve GSIR art??lar? sa?layarak state-of-the-art performansa ula?t???n? göstermektedir.;;;;;;;;;;;;;;;;;;;
43;Bittner, R. M., Salamon, J., Tierney, M., Mauch, M., Cannam, C., & Bello, J. P. (2014, October). Medleydb: A multitrack dataset for annotation-intensive mir research. In Ismir (Vol. 14, pp. 155-160).;"Bu çal??ma, MedleyDB adl?, telifsiz ve çok kanall? (multitrack) müzik kay?tlar?ndan olu?an yeni bir veri kümesini tan?tmaktad?r. MedleyDB, özellikle melodi (f0) ç?kar?m? ara?t?rmalar?ndaki mevcut veri kümelerinin s?n?rlamalar?n? gidermeyi hedeflemekte; her parça için ayr?nt?l? melodi frekans? etiketleri ve enstrüman aktivasyon bilgileri sunmaktad?r. Bunun yan?nda veri kümesi, müzik kaynak ay?rma ve otomatik miksleme gibi bireysel parçalara eri?im gerektiren görevler için de uygun bir altyap? sa?lamaktad?r. Çal??mada veri kümesinin olu?turulma süreci, anotasyon yap?s? ve müzikal içeri?i detayland?r?lmakta; yap?lan deneyler MedleyDB’nin MIREX’te yayg?n olarak kullan?lan test setlerine k?yasla daha zorlay?c? oldu?unu ve bu yönüyle yeni ara?t?rma f?rsatlar? sundu?unu göstermektedir.";;;;;;;;;;;;;;;;;;;
44;Rafii, Z., & Pardo, B. (2012). Repeating pattern extraction technique (REPET): A simple method for music/voice separation. IEEE transactions on audio, speech, and language processing, 21(1), 73-84.;Bu çal??ma, müzikteki tekrar eden yap?lar? temel alarak müzik/?ark? sesi ay?rma için REPET (REpeating Pattern Extraction Technique) adl? basit ve sezgisel bir yöntem önermektedir. REPET, kar???m içindeki periyodik olarak tekrar eden arka plan? (ço?unlukla e?lik) tespit edip, tekrar etmeyen ön plan? (ço?unlukla vokal) bundan ay?rmay? hedeflemektedir. Yöntem, tekrar eden bölümleri belirleyerek bunlardan bir referans model olu?turmakta ve zaman–frekans maskeleme ile ay?rma gerçekle?tirmektedir. Deneyler, REPET’in müzik/voice ay?rmada rekabetçi sonuçlar verdi?ini ve ayr?ca melodi ç?kar?m? gibi görevlerde bir ön i?leme ad?m? olarak da fayda sa?lad???n? göstermektedir.;;;;;;;;;;;;;;;;;;;
45;Vincent, E., Araki, S., Theis, F., Nolte, G., Bofill, P., Sawada, H., ... & Duong, N. Q. (2012). The signal separation evaluation campaign (2007–2010): Achievements and remaining challenges. Signal Processing, 92(8), 1928-1936.;"Bu çal??ma, ses ve biyomedikal kaynak ay?rma alan?nda gerçekle?tirilen üç önemli de?erlendirme kampanyas?n?n sonuçlar?n? özetlemektedir. Kampanyalar, veri kümelerinin ve kat?l?mc? sistemlerin h?zla artmas?yla birlikte kaynak ay?rma uygulamalar?n?n son y?llarda kayda de?er biçimde çe?itlendi?ini göstermektedir. Makale, bu süreçte olu?an ortak de?erlendirme metodolojileri, payla??lan veri kümeleri ve yaz?l?m araçlar?n?n alan üzerindeki etkisini ele almakta; farkl? veri kümeleri üzerindeki temel performans e?ilimlerini kar??la?t?rmal? olarak sunmaktad?r. Ayr?ca LVA/ICA 2010’daki panel tart??malar?ndan hareketle, gelecekteki ara?t?rma ve de?erlendirme yönlerine dair ç?kar?mlar sunarak alan?n geli?imi için yol gösterici bir çerçeve çizmektedir.";;;;;;;;;;;;;;;;;;;
46;Fitzgerald, D. (2010). Harmonic/percussive separation using median filtering.;Bu çal??ma, tek kanall? ses sinyallerinde harmonik ve perküsif bile?enleri ay?rmak için h?zl?, basit ve etkili bir yöntem sunmaktad?r. Önerilen yakla??m, spektrogram üzerinde medyan filtreleme kullanarak zaman ekseninde harmonik yap?lar?, frekans ekseninde ise perküsif olaylar? vurgulamaktad?r. Elde edilen iki farkl? medyan filtreli spektrogramdan üretilen maskeler, orijinal spektrograma uygulanarak kaynaklar ayr??t?r?lmaktad?r. Yöntem, dü?ük hesaplama maliyeti ve pratik uygulanabilirli?i sayesinde, özellikle ticari müzik kay?tlar?n?n yeniden düzenlenmesi (remixing) gibi uygulamalarda etkili bir ön i?leme arac? olarak öne ç?kmaktad?r.;;;;;;;;;;;;;;;;;;;
47;Ozerov, A., & Févotte, C. (2009). Multichannel nonnegative matrix factorization in convolutive mixtures for audio source separation. IEEE transactions on audio, speech, and language processing, 18(3), 550-563.;"Bu çal??ma, çok kanall? ses verilerinin STFT alan?nda NMF temelli istatistiksel bir kaynak modeli ile ele al?nd??? genel ve veri güdümlü bir ay?rma çerçevesi sunmaktad?r. Kaynaklar?n, frekans bantlar?nda anl?k kar???m varsay?m?yla modellenmesi ve Itakura–Saito sapmas?na dayal? bir olas?l?ksal yap? kullan?lmas? çal??man?n temelini olu?turur. Kar???m ve kaynak parametrelerinin kestirimi için iki yakla??m önerilmektedir: EM algoritmas?yla tam ortak olabilirli?in maksimize edilmesi ve NMF’den esinlenen çarp?msal güncellemelerle kanal-bazl? olabilirliklerin maksimize edilmesi. Yöntemler; kör ve denetimli, konu?ma ve müzik, sentetik ve gerçek kay?tlar gibi geni? senaryolarda test edilmi?; özellikle SiSEC 2008 görevlerinde state-of-the-art ile rekabetçi sonuçlar elde edilmi?tir.";;;;;;;;;;;;;;;;;;;
48;Virtanen, T. (2007). Monaural sound source separation by nonnegative matrix factorization with temporal continuity and sparseness criteria. IEEE transactions on audio, speech, and language processing, 15(3), 1066-1074.;"Bu çal??ma, tek kanall? müzik sinyallerinde denetimsiz kaynak ay?rma için NMF tabanl? bir yakla??m sunmaktad?r. Yöntem, giri?in genlik spektrogram?n?, zamana göre de?i?en kazançlara sahip sabit spektral bile?enlerin toplam? olarak modellemekte; her kayna?? bir veya daha fazla bile?enin birle?imi ?eklinde temsil etmektedir. Model, yeniden yap?land?rma hatas?n? minimize ederken zamansal süreklili?i ve seyrekli?e dayal? k?s?tlar kullanmaktad?r. Özellikle ard???k kareler aras?ndaki kazanç de?i?imini s?n?rlayan süreklilik teriminin, perdeli (harmonik) enstrümanlar?n tespitini belirgin biçimde iyile?tirdi?i gösterilmektedir. Deneyler, önerilen yöntemin klasik NMF ve ba??ms?z altuzay analizine k?yasla daha iyi ay?rma kalitesi sundu?unu ortaya koymaktad?r.";;;;;;;;;;;;;;;;;;;
49;Vincent, E., Gribonval, R., & Févotte, C. (2006). Performance measurement in blind audio source separation. IEEE transactions on audio, speech, and language processing, 14(4), 1462-1469.;"Bu çal??ma, kör ses kaynak ay?rma (BASS) algoritmalar?n?n nas?l ve hangi ölçütlerle de?erlendirilmesi gerekti?ini ele almaktad?r. Farkl? uygulamalarda izin verilebilecek bozunum türlerinin de?i?ebilece?i vurgulanarak, sabit kazanç farklar?ndan zamana ba?l? filtreleme hatalar?na kadar uzanan dört farkl? bozunum modeli tan?mlanmaktad?r. Önerilen de?erlendirme çerçevesinde, tahmin edilen kaynak; istenen kaynak, giri?im, ek gürültü ve algoritmik artefaktlar bile?enlerine ayr??t?r?lmakta ve hem genel bir enerji oran?na dayal? performans ölçütü hem de her hata türü için ayr? metrikler türetilmektedir. Çal??ma, bu metrikleri farkl? zorluk seviyelerindeki BASS senaryolar?na uygulayarak, kaynak ay?rma performans?n?n daha ayr?nt?l? ve anlaml? biçimde analiz edilmesini sa?lamaktad?r.";;;;;;;;;;;;;;;;;;;
50;Yilmaz, O., & Rickard, S. (2004). Blind separation of speech mixtures via time-frequency masking. IEEE Transactions on signal processing, 52(7), 1830-1847.;Bu çal??ma, ikili zaman–frekans maskelerinin tek kar???mdan kaynak ay?rmadaki teorik ve pratik gücünü incelemektedir. Kaynaklar?n zaman–frekans düzleminde çak??mad??? durumda mükemmel ayr??t?rman?n mümkün oldu?unu gösteren (yakla??k) W-disjoint orthogonality kavram? tan?t?lmaktad?r. Konu?ma sinyallerinin pratikte bu varsay?m? yakla??k olarak sa?lad??? deneysel olarak gösterilmekte ve bu sayede ideal ikili maskelerle birden fazla konu?mac?n?n tek kar???mdan ayr?labilece?i ortaya konmaktad?r. Ayr?ca, iki anekoik kar???m mevcut oldu?unda, kar???m oranlar?na dayal? 2B histogram kullan?larak kaynaklara kar??l?k gelen maskelerin yakla??k olarak elde edilebilece?i gösterilmektedir. Sonuçlar, bu yakla??m?n konu?ma ay?rmada etkili ve uygulanabilir oldu?unu do?rulamaktad?r.;;;;;;;;;;;;;;;;;;;
